ID,date,month,weekday,hour,count,WEATHER_CODE
101,2016-06-06,6,Monday,Morning,1,Clear
101,2016-06-06,6,Monday,Night,1,Clear
101,2016-06-07,6,Tuesday,Afternoon,1,Clear
101,2016-06-07,6,Tuesday,Night,1,Clear
101,2016-06-08,6,Wednesday,Afternoon,1,Clear
101,2016-06-11,6,Saturday,Afternoon,1,Clear
101,2016-06-11,6,Saturday,Morning,1,Clear
101,2016-06-12,6,Sunday,Night,1,Clear
101,2016-06-14,6,Tuesday,Morning,1,Clear
101,2016-06-15,6,Wednesday,Evening,1,Clear
101,2016-06-16,6,Thursday,Afternoon,1,Raining
101,2016-06-16,6,Thursday,Evening,1,Raining
101,2016-06-17,6,Friday,Afternoon,2,Clear
101,2016-06-20,6,Monday,Afternoon,1,Clear
101,2016-06-20,6,Monday,Evening,1,Clear
101,2016-06-21,6,Tuesday,Night,2,Clear
101,2016-06-22,6,Wednesday,Afternoon,1,Not Applicable
101,2016-06-22,6,Wednesday,Evening,1,Clear
101,2016-06-23,6,Thursday,Afternoon,1,Clear
101,2016-06-25,6,Saturday,Evening,1,Clear
101,2016-06-27,6,Monday,Afternoon,2,Clear
101,2016-06-29,6,Wednesday,Afternoon,2,Clear
101,2016-06-29,6,Wednesday,Evening,1,Clear
101,2016-06-29,6,Wednesday,Night,1,Clear
101,2016-06-30,6,Thursday,Morning,1,Not Applicable
101,2016-07-01,7,Friday,Afternoon,1,Clear
101,2016-07-02,7,Saturday,Evening,1,Clear
101,2016-07-02,7,Saturday,Night,1,Clear
101,2016-07-04,7,Monday,Night,1,Clear
101,2016-07-05,7,Tuesday,Afternoon,1,Clear
101,2016-07-05,7,Tuesday,Morning,2,Clear
101,2016-07-06,7,Wednesday,Evening,1,Clear
101,2016-07-07,7,Thursday,Evening,1,Clear
101,2016-07-08,7,Friday,Evening,1,Cloudy
101,2016-07-08,7,Friday,Night,1,Clear
101,2016-07-10,7,Sunday,Evening,1,Clear
101,2016-07-13,7,Wednesday,Afternoon,1,Raining
101,2016-07-14,7,Thursday,Morning,1,Cloudy
101,2016-07-15,7,Friday,Evening,1,Clear
101,2016-07-16,7,Saturday,Evening,1,Cloudy
